#DA_ID	Random_Taxon	Shortest_Taxon	Longest_Taxon
da02346	pfam21_Q23Z89_Q23Z89_TETTH	pfam21_Q23Z89_Q23Z89_TETTH	up_Q22UE0_Q22UE0_TETTH
da02347	up_Q23G25_Q23G25_TETTH	up_Q22TC2_Q22TC2_TETTH	up_Q23G25_Q23G25_TETTH
da02355	up_Q22YR2_Q22YR2_TETTH	up_Q22YR2_Q22YR2_TETTH	up_Q23G16_Q23G16_TETTH
da02405	pfam21_Q1SG66_Q1SG66_MEDTR	pfam21_Q1SG65_Q1SG65_MEDTR	pfam21_Q1SG66_Q1SG66_MEDTR
da02409	pfam21_Q1RSU9_Q1RSU9_MEDTR	pfam21_Q1T1N6_Q1T1N6_MEDTR	pfam21_Q1RSU9_Q1RSU9_MEDTR
da02426	pfam21_Q2DA32_Q2DA32_ACICY	pfam21_Q1VK14_Q1VK14_9FLAO	pfam21_Q2DA32_Q2DA32_ACICY
da02440	pfam21_Q2AFJ5_Q2AFJ5_9FIRM	pfam21_Q2AFJ5_Q2AFJ5_9FIRM	up_Q21GJ5_Q21GJ5_SACD2
da02466	pfam21_Q1TZL0_Q1TZL0_9MYCO	pfam21_Q1TZL0_Q1TZL0_9MYCO	pfam21_Q1TZL0_Q1TZL0_9MYCO
da02472	up_Q1YU98_Q1YU98_9GAMM	up_Q1YU98_Q1YU98_9GAMM	up_Q1YPK4_Q1YPK4_9GAMM
da02496	up_Q1NVC3_Q1NVC3_9DELT	up_Q1NVC3_Q1NVC3_9DELT	up_Q1NLM4_Q1NLM4_9DELT
da02505	up_Q2JLM7_Q2JLM7_SYNJB	up_Q2JSP6_Q2JSP6_SYNJA	up_Q2JLM7_Q2JLM7_SYNJB
