#GI	Number_of_domains	Repeated_domain?	Embedded_domain(s)?
up_Q6GGI3_Q6GGI3_STAAR	3	0	0
up_Q6GGJ3_Q6GGJ3_STAAR	2	0	0
up_Q6GGK1_XERD_STAAR	2	0	0
up_Q6GGS4_Q6GGS4_STAAR	3	0	0
up_Q6GGV5_SYN_STAAR	2	0	0
up_Q6GGZ5_ODO1_STAAR	2	1	0
up_Q6GGZ6_ODO2_STAAR	3	0	0
up_Q6GH09_Q6GH09_STAAR	2	0	0
up_Q6GH14_Q6GH14_STAAR	2	0	0
up_Q6GH37_Q6GH37_STAAR	2	0	0
up_Q6GH55_ACON_STAAR	2	0	0
up_Q6GH78_Q6GH78_STAAR	2	0	0
up_Q6GH79_Q6GH79_STAAR	3	1	0
up_Q6GHE6_Q6GHE6_STAAR	2	0	0
up_Q6GHH8_EFTS_STAAR	2	0	0
up_Q6GHI3_XERC_STAAR	2	0	0
up_Q6GHI5_TOP1_STAAR	5	1	0
up_Q6GHJ8_Q6GHJ8_STAAR	3	0	0
up_Q6GHK0_Q6GHK0_STAAR	2	0	0
up_Q6GHK8_RECG_STAAR	3	0	0
up_Q6GHM4_Q6GHM4_STAAR	2	0	0
up_Q6GHN3_CARA_STAAR	2	0	0
up_Q6GHU1_MUTS2_STAAR	2	0	0
up_Q6GHX1_Q6GHX1_STAAR	6	0	0
up_Q6GHY9_DLDH_STAAR	2	0	0
up_Q6GI01_PT1_STAAR	3	0	0
up_Q6GI14_PUR1_STAAR	2	0	0
up_Q6GI66_MURE_STAAR	3	0	0
up_Q6GIL4_ENO_STAAR	2	0	0
up_Q6GIR0_Q6GIR0_STAAR	3	0	0
up_Q6GJ27_Q6GJ27_STAAR	2	0	0
up_Q6GJC5_RPOC_STAAR	5	0	0
up_Q6GJF4_SYK_STAAR	2	0	0
up_Q6GJG6_Q6GJG6_STAAR	2	0	0
up_Q6GJK2_Q6GJK2_STAAR	4	1	0
up_Q6GJM4_Q6GJM4_STAAR	2	0	0
up_Q6GJW1_Q6GJW1_STAAR	2	0	0
up_Q6GJW2_METE_STAAR	2	1	0
up_Q6GK90_PFLB_STAAR	2	0	0
up_Q6GKC2_ARGC_STAAR	2	0	0
up_Q6GKC7_Q6GKC7_STAAR	7	1	0
up_Q6GKQ7_Q6GKQ7_STAAR	3	0	0
up_Q6GKT9_GYRA_STAAR	7	1	0
up_Q6GUA7_Q6GUA7_BACTU	3	0	0
up_Q6GUL4_Q6GUL4_9BACT	2	0	0
up_Q6GVN0_Q6GVN0_RUMAL	4	0	0
up_Q6GVN7_Q6GVN7_MYCAV	4	1	1
up_Q6GW09_Q6GW09_SERMA	2	1	0
up_Q6GWG0_Q6GWG0_BARHE	3	0	0
up_Q6H068_Q6H068_FREDI	2	1	0
up_Q6H0Q9_Q6H0Q9_STRPY	2	0	0
up_Q6H0R0_Q6H0R0_STRPY	2	0	0
up_Q6H254_Q6H254_9BURK	2	0	0
up_Q6H2I7_Q6H2I7_MYCVN	2	0	0
up_Q6H2Y8_Q6H2Y8_MYCSS	2	0	0
up_Q6H2Z0_Q6H2Z0_MYCSK	2	0	0
up_Q6H2Z2_Q6H2Z2_MYCSJ	2	0	0
up_Q6HQV7_Q6HQV7_BACAN	2	0	0
up_Q6HSF9_Q6HSF9_BACAN	3	0	0
up_Q6HSS4_Q6HSS4_BACAN	3	0	0
up_Q6HUT5_Q6HUT5_BACAN	2	0	0
up_Q6HVH5_Q6HVH5_BACAN	2	0	0
up_Q6HW49_Q6HW49_BACAN	2	0	0
up_Q6HWS5_Q6HWS5_BACAN	2	0	0
up_Q6HXK7_Q6HXK7_BACAN	2	0	0
up_Q6HXY8_Q6HXY8_BACAN	7	1	0
up_Q6HZU5_Q6HZU5_BACAN	2	0	0
up_Q6I038_Q6I038_BACAN	2	0	0
up_Q6I0I8_Q6I0I8_BACAN	2	0	0
up_Q6I104_Q6I104_BACAN	3	0	0
up_Q6I1J4_Q6I1J4_BACAN	3	0	0
up_Q6I1V3_Q6I1V3_BACAN	2	0	0
up_Q6I2V1_Q6I2V1_BACAN	2	0	0
up_Q6I3Q2_Q6I3Q2_BACAN	4	1	0
pfam21_Q6CYJ9_GLMS_ERWCT	3	1	0
up_Q6CYL6_Q6CYL6_ERWCT	2	1	0
up_Q6CZ07_Q6CZ07_ERWCT	2	0	0
up_Q6CZ19_Q6CZ19_ERWCT	2	0	0
up_Q6CZ20_Q6CZ20_ERWCT	2	0	0
up_Q6CZB5_BTUB_ERWCT	2	0	0
up_Q6CZD1_ILVC_ERWCT	2	0	0
up_Q6CZD5_Q6CZD5_ERWCT	2	0	0
pfam21_Q6CZD9_RHLB_ERWCT	2	0	0
up_Q6CZG3_HEM3_ERWCT	2	0	0
up_Q6CZJ0_Q6CZJ0_ERWCT	2	0	0
up_Q6CZJ6_Q6CZJ6_ERWCT	2	0	0
up_Q6CZK3_GLGA_ERWCT	2	1	0
up_Q6CZN1_Q6CZN1_ERWCT	2	0	0
up_Q6CZU5_KEFB_ERWCT	2	0	0
up_Q6CZV8_Q6CZV8_ERWCT	2	0	0
up_Q6D014_Q6D014_ERWCT	5	0	0
up_Q6D020_Q6D020_ERWCT	2	0	0
up_Q6D064_Q6D064_ERWCT	3	1	0
up_Q6D073_Q6D073_ERWCT	3	0	0
up_Q6D0A8_Q6D0A8_ERWCT	5	1	0
up_Q6D0C8_CARA_ERWCT	2	0	0
up_Q6D0E7_Q6D0E7_ERWCT	2	0	0
up_Q6D0G8_LEU1_ERWCT	2	0	0
up_Q6D0H8_MURE_ERWCT	3	0	0
up_Q6D0I1_MURD_ERWCT	2	0	0
up_Q6D0I5_DDL_ERWCT	2	0	0
up_Q6D0L0_Q6D0L0_ERWCT	5	1	0
up_Q6D0M0_Q6D0M0_ERWCT	2	0	0
up_Q6D0N0_Q6D0N0_ERWCT	2	0	0
up_Q6D133_Q6D133_ERWCT	2	0	0
up_Q6D162_Q6D162_ERWCT	2	0	0
pfam21_Q6D164_Q6D164_ERWCT	2	0	0
up_Q6D165_DNLJ_ERWCT	5	0	0
up_Q6D169_Q6D169_ERWCT	3	1	1
up_Q6D181_PYRG_ERWCT	2	0	0
up_Q6D182_ENO_ERWCT	2	0	0
up_Q6D1N0_Q6D1N0_ERWCT	2	0	0
up_Q6D1Q6_Q6D1Q6_ERWCT	2	0	0
up_Q6D1T7_Q6D1T7_ERWCT	3	0	0
up_Q6D1W0_Q6D1W0_ERWCT	3	0	0
up_Q6D1Y7_Q6D1Y7_ERWCT	2	1	0
up_Q6D229_Q6D229_ERWCT	2	1	0
up_Q6D251_Q6D251_ERWCT	2	0	0
up_Q6D2C5_Q6D2C5_ERWCT	2	1	0
up_Q6D2I4_Q6D2I4_ERWCT	2	0	0
up_Q6D2N2_Q6D2N2_ERWCT	2	1	0
up_Q6D2N6_Q6D2N6_ERWCT	2	0	0
up_Q6D2P3_Q6D2P3_ERWCT	2	0	0
up_Q6D2Q5_Q6D2Q5_ERWCT	2	0	0
up_Q6D2U1_Q6D2U1_ERWCT	2	0	0
up_Q6D2Y7_Q6D2Y7_ERWCT	4	1	0
up_Q6D312_Q6D312_ERWCT	2	1	0
up_Q6D316_Q6D316_ERWCT	2	1	0
up_Q6D3F4_Q6D3F4_ERWCT	2	0	0
up_Q6D3G3_Q6D3G3_ERWCT	2	1	0
up_Q6D3L1_Q6D3L1_ERWCT	2	0	0
up_Q6D3N2_Q6D3N2_ERWCT	2	0	0
up_Q6D3U4_Q6D3U4_ERWCT	2	0	0
up_Q6D3Z7_Q6D3Z7_ERWCT	2	0	0
up_Q6D414_Q6D414_ERWCT	2	0	0
up_Q6D415_Q6D415_ERWCT	2	0	0
up_Q6D453_SYN_ERWCT	2	0	0
up_Q6D464_Q6D464_ERWCT	2	0	0
up_Q6D4B4_Q6D4B4_ERWCT	2	0	0
up_Q6D4H6_Q6D4H6_ERWCT	2	0	0
up_Q6D4L2_Q6D4L2_ERWCT	2	0	0
up_Q6D4Q3_Q6D4Q3_ERWCT	2	0	0
up_Q6D4U2_TRPD_ERWCT	2	0	0
up_Q6D4U4_Q6D4U4_ERWCT	2	0	0
up_Q6D4V4_Q6D4V4_ERWCT	6	1	0
up_Q6D5S1_Q6D5S1_ERWCT	3	1	1
up_Q6D5U7_Q6D5U7_ERWCT	2	0	0
up_Q6D5V2_SYY_ERWCT	2	0	0
up_Q6D5X9_KATG_ERWCT	2	1	0
up_Q6D632_Q6D632_ERWCT	2	0	0
up_Q6D635_Q6D635_ERWCT	3	0	0
up_Q6D666_Q6D666_ERWCT	4	0	0
up_Q6D686_Q6D686_ERWCT	2	1	0
up_Q6D6D9_BETA_ERWCT	2	1	3
up_Q6D6Z5_Q6D6Z5_ERWCT	2	1	0
up_Q6D738_Q6D738_ERWCT	21	1	0
up_Q6D739_Q6D739_ERWCT	20	1	0
up_Q6D775_Q6D775_ERWCT	2	0	0
up_Q6D787_Q6D787_ERWCT	2	0	0
up_Q6D796_HOA_ERWCT	2	0	0
up_Q6D7E0_Q6D7E0_ERWCT	2	1	0
up_Q6D7G3_Q6D7G3_ERWCT	3	0	0
up_Q6D7G4_Q6D7G4_ERWCT	2	1	0
up_Q6D7H6_Q6D7H6_ERWCT	2	0	0
up_Q6D7J7_SYQ_ERWCT	2	0	0
up_Q6D7K2_Q6D7K2_ERWCT	2	0	0
up_Q6D7M2_Q6D7M2_ERWCT	2	0	0
up_Q6D7X4_Q6D7X4_ERWCT	7	1	0
up_Q6D7X6_Q6D7X6_ERWCT	3	0	0
up_Q6D7Y6_Q6D7Y6_ERWCT	2	0	0
up_Q6D7Z3_Q6D7Z3_ERWCT	2	1	1
pfam21_Q6D7Z6_HTPG_ERWCT	2	0	0
up_Q6D825_Q6D825_ERWCT	3	0	0
up_Q6D849_Q6D849_ERWCT	2	0	0
up_Q6D877_Q6D877_ERWCT	2	1	0
up_Q6D878_Q6D878_ERWCT	2	0	0
up_Q6D8E2_EFTS_ERWCT	2	0	0
up_Q6D8H5_ARGA_ERWCT	2	0	0
up_Q6D8I8_Q6D8I8_ERWCT	4	0	0
up_Q6D8J4_Q6D8J4_ERWCT	2	0	0
up_Q6D8R8_Q6D8R8_ERWCT	2	0	0
up_Q6D8T0_Q6D8T0_ERWCT	3	0	0
up_Q6D8U4_Q6D8U4_ERWCT	2	0	0
up_Q6D8V1_Q6D8V1_ERWCT	3	0	0
up_Q6D8V6_Q6D8V6_ERWCT	2	0	0
up_Q6D8Z7_Q6D8Z7_ERWCT	5	1	0
up_Q6D945_SYK_ERWCT	2	0	0
up_Q6D988_Q6D988_ERWCT	2	0	0
up_Q6D991_TYPH_ERWCT	3	0	0
up_Q6D9C3_OBG_ERWCT	2	0	0
up_Q6D9T7_Q6D9T7_ERWCT	3	0	0
up_Q6D9Y1_Q6D9Y1_ERWCT	6	1	0
up_Q6D9Y3_Q6D9Y3_ERWCT	3	0	0
up_Q6D9Y4_Q6D9Y4_ERWCT	2	0	0
up_Q6D9Y8_Q6D9Y8_ERWCT	2	0	0
up_Q6DA04_Q6DA04_ERWCT	2	0	0
up_Q6DA65_Q6DA65_ERWCT	2	0	0
up_Q6DA94_Q6DA94_ERWCT	2	0	0
up_Q6DAB0_Q6DAB0_ERWCT	3	1	0
up_Q6DAC5_Q6DAC5_ERWCT	2	1	0
up_Q6DAF1_Q6DAF1_ERWCT	2	0	0
up_Q6DAM9_RPOC_ERWCT	5	0	0
up_Q6DAR1_ARGC_ERWCT	2	0	0
up_Q6DAS0_Q6DAS0_ERWCT	2	0	0
up_Q6DAS2_METE_ERWCT	2	1	0
up_Q6DAV8_Q6DAV8_ERWCT	2	0	0
up_Q6DB22_Q6DB22_ERWCT	2	0	0
up_Q6DB45_Q6DB45_ERWCT	3	0	0
up_Q6DB57_Q6DB57_ERWCT	2	0	0
up_Q6DB58_LIGB_ERWCT	2	0	0
up_Q6DB71_Q6DB71_ERWCT	2	0	0
up_Q6DB77_Q6DB77_ERWCT	4	0	0
up_Q6DLX8_Q6DLX8_AZOLI	3	1	0
up_Q6DNE0_Q6DNE0_9CYAN	7	1	1
up_Q6DNE2_Q6DNE2_9CYAN	7	1	0
up_Q6DNE3_Q6DNE3_9CYAN	6	1	0
up_Q6DNE9_Q6DNE9_9CYAN	2	1	0
up_Q6DRQ2_Q6DRQ2_9BACL	2	0	0
up_Q6DT33_Q6DT33_STRPN	3	1	0
up_Q6DT34_Q6DT34_STRPN	3	1	0
up_Q6DT39_Q6DT39_PANTH	2	0	0
up_Q6DTY2_Q6DTY2_CLOCL	3	0	0
up_Q6DWJ7_Q6DWJ7_BORHE	2	0	0
up_Q6E0T1_Q6E0T1_BORHE	3	0	0
up_Q6E0U3_OBG_VIBHA	2	0	0
up_Q6E235_Q6E235_BACSU	2	0	0
up_Q6E6Q4_Q6E6Q4_MYCAT	2	0	0
up_Q6E6Q5_Q6E6Q5_MYCAT	3	0	0
up_Q6EIX3_Q6EIX3_BACTU	3	0	0
up_Q6EME1_Q6EME1_ECOLX	2	1	0
up_Q6EMI8_Q6EMI8_PSEPU	2	0	0
up_Q6EVL5_Q6EVL5_ECOLX	2	0	0
up_Q6EXA5_Q6EXA5_9FIRM	2	0	0
up_Q6F4C7_Q6F4C7_9CLOT	5	1	0
up_Q6F4M7_Q6F4M7_RHOOP	2	0	0
up_Q6F5A6_Q6F5A6_CORGL	6	0	0
up_Q6F6B8_Q6F6B8_ACTSU	2	0	0
up_Q6E7J4_Q6E7J4_9CYAN	6	1	1
up_Q6E7J5_Q6E7J5_9CYAN	3	0	0
up_Q6E7J7_Q6E7J7_9CYAN	3	1	0
up_Q6E7J9_Q6E7J9_9CYAN	5	1	0
up_Q6E7K2_Q6E7K2_9CYAN	2	1	0
up_Q6E7K3_Q6E7K3_9CYAN	2	1	0
up_Q6E7K5_Q6E7K5_9CYAN	7	1	0
up_Q6EVN7_Q6EVN7_YERPS	2	1	1
up_Q6F0G3_Q6F0G3_MESFL	2	0	0
up_Q6F0G4_Q6F0G4_MESFL	2	0	0
up_Q6F0G9_PYRG_MESFL	2	0	0
up_Q6F0L8_RPOC_MESFL	5	0	0
up_Q6F0N3_Q6F0N3_MESFL	3	0	0
up_Q6F0Q5_EFTS_MESFL	2	0	0
up_Q6F0T7_Q6F0T7_MESFL	3	0	0
up_Q6F0T9_Q6F0T9_MESFL	2	0	0
up_Q6F0U3_OBG_MESFL	3	0	0
up_Q6F0U6_Q6F0U6_MESFL	3	0	0
up_Q6F0V0_Q6F0V0_MESFL	2	0	0
up_Q6F0Y6_Q6F0Y6_MESFL	3	0	0
up_Q6F0Z7_ENO_MESFL	2	0	0
up_Q6F141_Q6F141_MESFL	2	0	0
up_Q6F160_Q6F160_MESFL	2	0	0
up_Q6F1D7_Q6F1D7_MESFL	2	0	0
up_Q6F1F6_Q6F1F6_MESFL	4	1	0
up_Q6F1M5_Q6F1M5_MESFL	2	0	0
up_Q6F1M9_Q6F1M9_MESFL	2	0	0
up_Q6F1V4_GATB_MESFL	3	0	0
up_Q6F1V7_DNLJ_MESFL	4	0	0
up_Q6F1Z8_Q6F1Z8_MESFL	3	0	0
up_Q6F1Z9_Q6F1Z9_MESFL	2	0	0
up_Q6F275_Q6F275_MESFL	3	0	0
up_Q6F276_Q6F276_MESFL	3	0	0
up_Q6F287_Q6F287_MESFL	2	0	0
up_Q6F2B2_Q6F2B2_MESFL	7	1	0
up_Q6HAN1_Q6HAN1_BACHK	3	0	0
up_Q6HAU5_PYRG_BACHK	2	0	0
up_Q6HBF3_ENO_BACHK	2	0	0
up_Q6HBJ0_SYY2_BACHK	2	0	0
up_Q6HC18_GLGA_BACHK	2	1	0
up_Q6HCJ2_MURC_BACHK	3	0	0
up_Q6HCM0_SYY1_BACHK	2	0	0
up_Q6HCR7_Q6HCR7_BACHK	2	0	0
up_Q6HCU4_Q6HCU4_BACHK	3	0	0
up_Q6HCW9_SYN_BACHK	2	0	0
up_Q6HCX6_MUTS2_BACHK	3	0	0
up_Q6HCZ6_Q6HCZ6_BACHK	2	1	0
up_Q6HD55_Q6HD55_BACHK	2	0	0
up_Q6HD56_Q6HD56_BACHK	3	0	0
up_Q6HD62_HEM3_BACHK	2	0	0
up_Q6HD69_Q6HD69_BACHK	2	0	0
up_Q6HDQ0_Q6HDQ0_BACHK	7	1	0
up_Q6HDR1_Q6HDR1_BACHK	2	0	0
up_Q6HDR2_Q6HDR2_BACHK	5	0	0
up_Q6HDW7_Q6HDW7_BACHK	2	0	0
up_Q6HDY9_Q6HDY9_BACHK	2	0	0
up_Q6HE01_Q6HE01_BACHK	2	0	0
up_Q6HE04_Q6HE04_BACHK	3	1	1
up_Q6HE28_ARGC_BACHK	2	0	0
up_Q6HE54_RIBBA_BACHK	2	0	0
up_Q6HE56_Q6HE56_BACHK	2	0	0
up_Q6HE77_Q6HE77_BACHK	2	0	0
up_Q6HE81_Q6HE81_BACHK	3	0	0
up_Q6HEB8_Q6HEB8_BACHK	3	0	0
up_Q6HEG3_METE_BACHK	2	1	0
up_Q6HEJ4_Q6HEJ4_BACHK	3	0	0
up_Q6HEQ0_Q6HEQ0_BACHK	3	0	0
up_Q6HES7_CARA_BACHK	2	0	0
up_Q6HET9_Q6HET9_BACHK	2	0	0
up_Q6HEU6_Q6HEU6_BACHK	2	0	0
up_Q6HEW0_Q6HEW0_BACHK	3	0	0
up_Q6HEW8_Q6HEW8_BACHK	2	0	0
up_Q6HEX0_Q6HEX0_BACHK	3	0	0
up_Q6HEY2_Q6HEY2_BACHK	5	1	0
up_Q6HEY4_Q6HEY4_BACHK	2	0	0
up_Q6HEY9_EFTS_BACHK	2	0	0
up_Q6HF14_Q6HF14_BACHK	2	0	0
up_Q6HF15_Q6HF15_BACHK	3	1	0
up_Q6HF41_Q6HF41_BACHK	3	0	0
up_Q6HF54_Q6HF54_BACHK	2	0	0
up_Q6HFA6_Q6HFA6_BACHK	2	0	0
up_Q6HFI4_Q6HFI4_BACHK	2	0	0
up_Q6HFK0_Q6HFK0_BACHK	5	1	0
up_Q6HFS6_Q6HFS6_BACHK	2	0	0
up_Q6HFU5_Q6HFU5_BACHK	2	0	0
up_Q6HG37_Q6HG37_BACHK	2	0	0
up_Q6HGR8_Q6HGR8_BACHK	2	0	0
up_Q6HGY4_Q6HGY4_BACHK	2	0	0
up_Q6HHC1_PROB_BACHK	2	0	0
up_Q6HHF4_Q6HHF4_BACHK	2	0	0
up_Q6HHN4_Q6HHN4_BACHK	2	0	0
up_Q6HHU4_Q6HHU4_BACHK	4	1	0
up_Q6HHW3_Q6HHW3_BACHK	3	0	0
up_Q6HI51_Q6HI51_BACHK	2	0	0
up_Q6HIB0_Q6HIB0_BACHK	2	0	0
up_Q6HIB2_Q6HIB2_BACHK	2	0	0
up_Q6HID7_Q6HID7_BACHK	2	0	0
up_Q6HIJ0_Q6HIJ0_BACHK	4	1	0
up_Q6HIL1_Q6HIL1_BACHK	2	0	0
up_Q6HIR3_Q6HIR3_BACHK	2	0	0
up_Q6HIS1_Q6HIS1_BACHK	2	0	0
up_Q6HIZ4_Q6HIZ4_BACHK	2	0	0
up_Q6HJ02_Q6HJ02_BACHK	7	1	0
up_Q6HJ03_Q6HJ03_BACHK	2	0	0
up_Q6HJ27_Q6HJ27_BACHK	2	0	0
up_Q6HJB2_Q6HJB2_BACHK	2	0	0
up_Q6HJE8_Q6HJE8_BACHK	2	0	0
up_Q6HJE9_Q6HJE9_BACHK	3	0	0
up_Q6HJQ1_Q6HJQ1_BACHK	2	0	0
up_Q6HJU5_Q6HJU5_BACHK	2	0	0
up_Q6HJZ5_Q6HJZ5_BACHK	2	0	0
up_Q6HK15_Q6HK15_BACHK	2	0	0
up_Q6HK29_Q6HK29_BACHK	2	0	0
up_Q6HK50_Q6HK50_BACHK	3	0	0
up_Q6HK54_Q6HK54_BACHK	2	0	0
up_Q6HK60_Q6HK60_BACHK	3	0	0
up_Q6HKA1_ILVC2_BACHK	2	1	1
up_Q6HKI4_Q6HKI4_BACHK	2	0	0
up_Q6HKK8_Q6HKK8_BACHK	2	0	0
up_Q6HLA0_Q6HLA0_BACHK	2	0	0
up_Q6HLF3_LEU1_BACHK	2	0	0
up_Q6HLF4_ILVC1_BACHK	2	1	2
up_Q6HLJ6_Q6HLJ6_BACHK	3	0	0
up_Q6HLP8_Q6HLP8_BACHK	2	0	0
up_Q6HLS8_ODO1_BACHK	2	1	0
up_Q6HLS9_Q6HLS9_BACHK	3	0	0
up_Q6HLU7_TRPD_BACHK	2	0	0
up_Q6HLU9_Q6HLU9_BACHK	2	0	0
up_Q6HM06_Q6HM06_BACHK	2	1	0
up_Q6HM29_Q6HM29_BACHK	2	0	0
up_Q6HMJ2_Q6HMJ2_BACHK	2	0	0
up_Q6HMK7_Q6HMK7_BACHK	2	1	1
up_Q6HMT2_Q6HMT2_BACHK	4	1	0
up_Q6HMW9_Q6HMW9_BACHK	2	0	0
up_Q6HMX5_Q6HMX5_BACHK	2	0	0
up_Q6HN59_Q6HN59_BACHK	2	0	0
up_Q6HNB6_Q6HNB6_BACHK	3	0	0
up_Q6HNN7_Q6HNN7_BACHK	3	0	0
up_Q6HNQ5_Q6HNQ5_BACHK	2	0	0
up_Q6HNU6_Q6HNU6_BACHK	2	0	0
up_Q6HNW9_Q6HNW9_BACHK	2	0	0
up_Q6HP19_TOP3_BACHK	2	0	0
up_Q6HP31_Q6HP31_BACHK	2	0	0
up_Q6HP80_GATB_BACHK	3	0	0
up_Q6HP94_DNLJ_BACHK	4	0	0
up_Q6HPA3_Q6HPA3_BACHK	2	0	0
up_Q6HPC6_GUAA_BACHK	3	1	1
up_Q6HPE1_Q6HPE1_BACHK	2	0	0
up_Q6HPE7_Q6HPE7_BACHK	3	0	0
up_Q6HPE8_Q6HPE8_BACHK	2	0	0
up_Q6HPR5_RPOC_BACHK	5	0	0
up_Q6HPU0_SYK_BACHK	2	0	0
up_Q6HPU8_Q6HPU8_BACHK	2	0	0
up_Q6HPW1_Q6HPW1_BACHK	3	1	0
up_Q6HPW4_Q6HPW4_BACHK	4	0	0
up_Q692J4_Q692J4_STRPN	2	1	2
up_Q692J9_Q692J9_STRPN	2	1	2
up_Q693B4_Q693B4_9ALTE	2	0	0
up_Q694W6_Q694W6_XANCP	3	0	0
up_Q695L5_Q695L5_BACSU	2	0	0
up_Q699X6_Q699X6_9RHIZ	2	0	0
up_Q699X7_Q699X7_9RHIZ	2	0	0
up_Q69B89_Q69B89_CAMJE	4	1	0
up_Q69BD8_Q69BD8_CAMCO	4	1	0
up_Q69BI6_Q69BI6_9NOCA	3	0	0
up_Q6A1F6_Q6A1F6_VIBCH	3	0	0
up_Q6A297_Q6A297_HAEIN	3	0	0
up_Q6A4K0_Q6A4K0_EHRCA	2	0	0
up_Q6ABX4_Q6ABX4_LEIXX	2	0	0
up_Q6ABX9_ODP2_LEIXX	3	0	0
up_Q6ACE9_Q6ACE9_LEIXX	2	0	0
up_Q6ACK0_Q6ACK0_LEIXX	2	0	0
up_Q6ACQ9_Q6ACQ9_LEIXX	2	0	0
up_Q6ACX6_RPOC_LEIXX	5	0	0
pfam21_Q6AD32_GLMS_LEIXX	3	1	0
up_Q6AD34_Q6AD34_LEIXX	2	0	0
up_Q6ADA5_Q6ADA5_LEIXX	3	1	0
up_Q6ADL9_Q6ADL9_LEIXX	2	0	0
up_Q6ADM3_Q6ADM3_LEIXX	3	0	0
up_Q6ADR2_Q6ADR2_LEIXX	2	1	0
up_Q6ADR6_ENO_LEIXX	2	0	0
up_Q6AE43_Q6AE43_LEIXX	6	0	0
up_Q6AE59_MURE_LEIXX	3	0	0
up_Q6AE60_Q6AE60_LEIXX	3	0	0
up_Q6AE65_MURC_LEIXX	3	0	0
up_Q6AE91_Q6AE91_LEIXX	2	0	0
up_Q6AE93_Q6AE93_LEIXX	3	0	0
up_Q6AED3_LEU1_LEIXX	2	0	0
up_Q6AEE5_DNLJ_LEIXX	5	0	0
up_Q6AEE9_GATB_LEIXX	3	0	0
up_Q6AEJ9_Q6AEJ9_LEIXX	2	0	0
up_Q6AEP2_ILVC_LEIXX	2	1	1
up_Q6AEV6_EFTS_LEIXX	2	0	0
up_Q6AEW3_Q6AEW3_LEIXX	2	0	0
up_Q6AEW5_Q6AEW5_LEIXX	2	0	0
up_Q6AF38_Q6AF38_LEIXX	2	0	0
up_Q6AF56_Q6AF56_LEIXX	3	0	0
up_Q6AF71_Q6AF71_LEIXX	2	0	0
up_Q6AF80_Q6AF80_LEIXX	2	0	0
up_Q6AF85_Q6AF85_LEIXX	2	0	0
up_Q6AFD6_Q6AFD6_LEIXX	2	0	0
up_Q6AFE5_Q6AFE5_LEIXX	2	0	0
up_Q6AFE8_Q6AFE8_LEIXX	2	0	0
up_Q6AFE9_Q6AFE9_LEIXX	2	0	0
up_Q6AFF8_Q6AFF8_LEIXX	2	0	0
up_Q6AFG4_Q6AFG4_LEIXX	3	0	0
up_Q6AFI7_TRPD_LEIXX	2	0	0
up_Q6AFK2_Q6AFK2_LEIXX	2	0	0
up_Q6AFL3_Q6AFL3_LEIXX	2	0	0
up_Q6AFP1_Q6AFP1_LEIXX	2	0	0
up_Q6AFQ7_Q6AFQ7_LEIXX	2	0	0
up_Q6AFV9_Q6AFV9_LEIXX	3	0	0
up_Q6AFY1_OBG_LEIXX	3	0	0
up_Q6AFY9_Q6AFY9_LEIXX	2	0	0
up_Q6AG75_Q6AG75_LEIXX	3	0	0
up_Q6AGB9_Q6AGB9_LEIXX	2	0	0
up_Q6AGD3_ARGC_LEIXX	2	0	0
up_Q6AGP1_Q6AGP1_LEIXX	3	0	0
up_Q6AGP8_Q6AGP8_LEIXX	2	0	0
up_Q6AGR4_Q6AGR4_LEIXX	2	0	0
up_Q6AGR6_Q6AGR6_LEIXX	2	0	0
up_Q6AGT6_Q6AGT6_LEIXX	2	0	0
up_Q6AGY3_Q6AGY3_LEIXX	2	0	0
up_Q6AGY8_Q6AGY8_LEIXX	2	0	0
up_Q6AH48_Q6AH48_LEIXX	2	0	0
up_Q6AH77_Q6AH77_LEIXX	2	0	0
up_Q6AHD6_Q6AHD6_LEIXX	2	0	0
up_Q6AHF1_HEM3_LEIXX	2	0	0
up_Q6AHF9_Q6AHF9_LEIXX	2	0	0
up_Q6AHH4_Q6AHH4_LEIXX	3	0	0
up_Q6AIE3_Q6AIE3_DESPS	3	0	0
up_Q6AIK6_Q6AIK6_DESPS	2	0	0
up_Q6AIP2_Q6AIP2_DESPS	3	0	0
up_Q6AIS4_Q6AIS4_DESPS	2	0	0
up_Q6AIX0_Q6AIX0_DESPS	2	0	0
up_Q6AIZ9_Q6AIZ9_DESPS	2	0	0
up_Q6AJ15_Q6AJ15_DESPS	2	0	0
up_Q6AJ25_Q6AJ25_DESPS	2	0	0
up_Q6AJ30_Q6AJ30_DESPS	2	0	0
up_Q6AJ32_Q6AJ32_DESPS	2	0	0
up_Q6AJ52_MURD_DESPS	2	0	0
up_Q6AJ54_MURC_DESPS	3	0	0
up_Q6AJ65_Q6AJ65_DESPS	5	1	0
up_Q6AJ73_Q6AJ73_DESPS	2	0	0
up_Q6AJ82_SYY_DESPS	2	0	0
up_Q6AJB0_Q6AJB0_DESPS	2	0	0
up_Q6AJB6_Q6AJB6_DESPS	2	1	0
up_Q6AJC4_Q6AJC4_DESPS	2	0	0
up_Q6AJF2_Q6AJF2_DESPS	3	0	0
up_Q6AJG3_Q6AJG3_DESPS	2	1	0
up_Q6AJG6_Q6AJG6_DESPS	2	0	0
up_Q6AJI3_Q6AJI3_DESPS	2	0	0
up_Q6AJI4_Q6AJI4_DESPS	2	0	0
up_Q6AJJ8_Q6AJJ8_DESPS	2	0	0
up_Q6AJL3_Q6AJL3_DESPS	2	0	0
up_Q6AJP6_Q6AJP6_DESPS	3	0	0
